时间 - Ic,Voltage [V] - Ic
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61518
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61582
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61518
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61647
27:49.3,1.61711
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.6155
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.6155
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61711
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61679
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61647
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61647
27:49.3,1.61615
27:49.3,1.61582
27:49.3,1.61615
27:49.3,1.61711
27:49.3,1.61582
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61679
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.3,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61711
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61743
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61711
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61711
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.6155
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61711
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61711
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61711
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61711
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61711
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61711
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61711
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.6155
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.6155
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61679
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61711
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61679
27:49.4,1.6155
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61582
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61615
27:49.4,1.61647
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61582
27:49.4,1.61615
27:49.4,1.61582
27:49.4,1.61679
27:49.4,1.61582
27:49.4,1.61615
